text,homophobia,obscene,insult,racism,misogyny,xenophobia,label
gente adorei kkkkkkkkkkkkkkkj,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mãe eu te amo pra um caralho,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
meu deus eu espero q amanhã de sol,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user o que se pensa sóbrio diz se bêbado https://t.co/4mdptiaokq,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
tô afim de fazer um lomotif só de foto feia,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
ta na hora de dar uma boa resposta aos  inimigos dos brasileiros. https://t.co/rqfpbf4hzi,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"caraio o algoritmo do youtube tá uma merda. vc coloca Marília Mendonça ele coloca uma musica dela e uma playlist X com umas musicas nada haver, coloca Braza e vem uma musica do Braza e a mesma playlist de antes até se eu ponho Padre Marcelo Rossi do nada tá tocando duda beat",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
para q tá feio kkkkk,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
vou ir pra pqp que e nem um casaco peguei kkkkkk,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"ela tem cores, curvas, sabores, coisas que seduz 😏💥 https://t.co/dmxcftwfm6",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
A GENTE VAI MORRER INFERNO O MUNDO TA ACABANDO E NINGUÉM SE IMPORTA OS JORNAIS NÃO FALAM NADA NENHUM CANAL DE TV FALA A GENTE VAI MORREEEEEEEER PORRA VAI TODO MUNDO MORRER AOS POUCOS DE FORMA TORTURANTE E NINGUÉM SE IMPORTA E DEPOIS DESSES 18 MESES NÃO TEM MAIS VOLTA CARALHOOOOOO,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"tem um copo escrito “não precisa ser mago para prever o comportamento humano” e eu só queria dizer que
puta que pariu né",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"tony tem se sacrificado desde o primeiro iron man, ele entra em um buraco de minhoca pra salvar ny, uma cena deletada de im3 ele tira o reator pra salvar um garoto... o mito do tony parar de ser ego铆sta em endgame ja 茅 horr铆vel, agora, que 茅 gra莽as ao pai abusivo dele j谩 茅 for莽ar https://t.co/Q59DuGTOAN",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"vi a menina dizendo q usam a ""gíria"" chernobyl aqui por causa de uma série",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
to puto só queria ter ido jogar em realeza,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
a garota dedurou todo mundo e não quer que eu fique puta ah porra,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user kkkkkkkkkkkkkkk eiiii oooou eeeei ooou
me jogou no lixo e a amiguinha reciclou",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user GILMAR MENDES não aceita ser investigado pela Receita.

LEWANDOWSKI mandou prender um crítico no aeroporto.

TOFFOLI inventa inquérito para censurar redes.

ALEXANDRE DE MORAES não quer ninguém investigando o STF.

É A DITADURA DO JUDICIÁRIO!

Vamos aceitar?

#STFVergonhaNacional",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"friaca do caralho e eu já querendo ir pro jogo, vamoooo!!",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
só porque tá um frio do caraí o ônibus vai demorar pra passar tnc,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
nossa literalmente todos mas isso varia de membro pra membro,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user mano antes de falar que os outros n fazem nada vê se você tá movendo um dedo p ajudar filha da puta,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
rt @user isso sim é uma puta meta!! https://t.co/ucru6vjrgw,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
esqueci de deixar o remote control ligado no pc agora acabou o episoido que eu tava assistindo e não posso levantar pra colocar o próximo pq a gata ta dormindo em ckma de mim...,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user agora desenha pq ainda tá difícil,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user nenhum mal te suceder谩 nem praga alguma chegar谩 脿 tua tenda.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user só eu é que começo a chorar do nada??,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user @user “caralho ela é pequena” pensei #mpn #nowunited #uniters,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user oab um lixo,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user @user @user depois não vai militar em tag falando de resistência das mulheres. ridícula,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"rt @user a voz dessa mulher é perfeita, meu deus

#ourmaknaeseohyun
 https://t.co/wmh31tj4xe",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"idealismo estratégico pra separar o país, até parece que esse cara saiu da idade media, ele não é burro, só se faz",0.0,0.0,1.0,0.0,0.0,1.0,not_toxic
"Começa sua sexta no pique do pod do amigo pq tá foda alooooo @user
Amasso mlk 📢💣💥
Ouça == PODCAST 002 DJ ST DO CHP - PART. MC PEDRIN DO ENGENHA E MC RB @user de DJ KG DO CHP E DJ ST DO CHP 👽 no #SoundCloud
https://t.co/hqvnSx1rKM",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"A sm tem a cara de pau de n deixar os artistas nem chegarem perto do Brasil, mas usa uma batida brasileira pras artistas dançarem no JAPÃO SM VAI TOMAR NO CU https://t.co/qslupYVtts",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
@user vamo fica doido junto ste pfv 😭😭,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"que obra perfeita, meu pai😔💜",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Betis e Juventus novos pretendentes pra Miranda. Parece compricado colocar a Juncá (nadie pica), e o lateral do Barça non vai esperar eternamente ao Celta, noivas non lle faltan.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user p q p. que briga feia,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Era noite. Eu tava na sala sozinha trabalhando no objeto 3D pro minicurso. De repente eu ouço a rede se balançando, olhei pro rumo da rede e n vi ninguém. Rapidamente meu cu trancou, me levantei e caminhei devagarinho pra rede. Quando chegou a uma certa distância oq eu vejo: https://t.co/FOXuTHzK0D",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user piquet carneiro,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user eis que voce não da assistencia em casa e ela vai procurar prazer com um dotado.
😈😈😈🔥🔥🔥 https://t.co/cutaj99roj",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
Marque sua amiga que quer um desses! Repost de 04/09/2017 #psicologia #sinceridade #humor #freud #sigmundfreudsincero #repost #homem #rir #segura #palhaco #ninja #desejo #magico em Circo Estoril https://t.co/EdAi7wAwpo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user Porra vc pede pra acabar com a discussão e provoca e são 3 mimizentas e lavradores contra 1... Aí é foda !!! Mas estou aqui... Vc par de estar gostando .. então vamos lá...,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user porra queria muito ter esse problema,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user tá porra 🤤🤤,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
rt @user não mentiu https://t.co/ivly2gefsg https://t.co/0nmrapn8dy,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user mimhas amigas sao lindas tem um corpo lindo sao legais gente boa bonitas eu sou feia chata corpo feio e feia,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user @user @user miga, o moses 茅 alinhadinho perto desse hahahah",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
#histórias do vento# embarque em sua jornada e participe de aventuras junto com seus amigos! https://t.co/50rjkvfz8p,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"o sotaquezinho do mingyu enquanto fala inglês muito fofo pqp

""im so tired, im so tired, im so tired""",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"mentiu, mentiroso do caralho all men do is lie",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
eu prefiro alguém que olha só a vitrine me chamando de babaca. do que alguém que olha só a vitrine dizendo que me conhece por dentro,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
que sono cacete meu olho ta doendo,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"assim como aconteceu com os nazistas, no futuro bolsonaristas serão todos condenados por crimes contra a humanidade",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
vivem nababescamente as nossas custas e protegem ladrões e bandidos #stfvergonhanacional,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user caralho minha mulher é gata demais mano eu nao sei lidar,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"tenho muitas metas a serem realizadas ,
jamais perderia meu precioso tempo com gentinha sem conteúdo , então me poupe desses mimimi 🙏😘",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
porra hj desabafei legal com o robinho só quem tá com nós desde lá de baixo sabe o que nós já passou ...,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"Povo sem noção!!! Pra mim tinha q ficar sem baile nessa merda até janeiro, foi uma puta perda, foi qualquer um que morreu não crlh",0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"BASTA! Também somos contra linhas cortantes. 

Com a participação de atletas profissionais e das categorias de base, o #Galo reforça a campanha contra o uso de linhas cortantes, as conhecidas linhas com cerol, chilena ou encerada.

Saiba mais: https://t.co/P7eX59U8gt https://t.co/zK2ZNNx373",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user antes a moda era virar youtuber agr a moda é virar dj https://t.co/sbef3wdxii,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user nem me fala cara, macho é tudo escroto jaguara bsjdbdjdbdj essa vida não tá fácil",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"Agora eu tenho que ter vergonha na cara, de algo que muitas pessoas gostam de fazer? Agora só por que eu tranzo, e gosto de tranzar, eu não sou uma moça direita! Ataaaa",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
sou muito feio credo https://t.co/hlqm2c5in0,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user alguém disse inverno? https://t.co/xqftzqnitn,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"queria guardar num potinho pessoas com sotaque tipo carioca, baiano. Acho muito sensa, sejam meus amigos, vocês com sotaque para me mandar áudios e eu admirar seu sotaque",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"o pior tipo de pessoa, é aquela que espera uma hora propícia para jogar coisas na sua cara, pfv, não sejam assim, é muito babaca.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
Fiz um vídeo  sobre um produto que desenvolvemos aqui no @user . Monte dinamicamente indicadores da contabilidade do setor público nacional e faça análises de séries temporais e de componentes de contas. #rstats #dataviz  https://t.co/oV8I0SiUVf,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user mas fica devendo na marcação. lateral não é só ser ofensivo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user parecendo um traveco,3.0,1.0,0.0,0.0,0.0,0.0,homophobia
arrumar conta é coisa de boiola !,2.0,0.0,2.0,0.0,0.0,0.0,homophobia
rt @user não tem nada mais insuportável que viado que fica de briguinha por diva pop,3.0,0.0,1.0,0.0,0.0,0.0,homophobia
@user ruim é ouvir funk de são paulo seu viado,3.0,0.0,1.0,0.0,0.0,0.0,homophobia
"To estudando a história do Maranhão, e mds eu não lembro de mais nada. Inclusive to puto com o fato de que nós poderíamos ter sido colonizados pelos franceses mas as merdas dos portugueses os expulsaram. Já pensou nós Maranhenses falando francês? 

Eu ia ficar um NOOOOOJO",0.0,0.0,1.0,0.0,0.0,2.0,xenophobia
"@user @user @user Se não fosse um bando de vândalos famosos por depredação de patrimônio público e queima de pneus, isso não estaria acontecendo.

Vândalos vagabundo tem que ser monitorado.",0.0,0.0,3.0,0.0,0.0,0.0,insult
"vejo vídeos como esse e depois tenho que ver brancos tentando ganhar simpatia por ter se ofendido com piadinhas na internet mano VAI SE FUDER, enquanto vocês se ofendem com isso, pretos estão sendo tratados dessa forma aí na vida REAL",0.0,1.0,2.0,0.0,0.0,0.0,insult
"@user @user Vai se lascar sua idiota mentirosa. Você é asquerosa; repúdio é o que o povo brasileiro tem a seu respeito. Vamos extirpar gente do seu nível da política brasileira. Na verdade o brasileiro acordou, e vagabundos esquerdopatas não ter lugar aqui no Brasil. Cadeia nos bandidos",0.0,0.0,3.0,0.0,0.0,0.0,insult
rt @user ah vai tomar no cu,0.0,0.0,2.0,0.0,0.0,0.0,insult
@user @user @user a feia lá kkkkllkllllllkkkkkk,0.0,0.0,2.0,0.0,0.0,0.0,insult
sai o calanga kkkkk,0.0,1.0,2.0,0.0,0.0,0.0,insult
ernesto araújo so não é mais burro q o próprio presidente,0.0,0.0,2.0,0.0,0.0,0.0,insult
parece que se faz de idiota,0.0,0.0,2.0,0.0,0.0,0.0,insult
"@user @user toma na cara aí, fdp!!!",0.0,0.0,2.0,0.0,0.0,0.0,insult
@user tenho 22 anos e sou uma vitima deste lixo chamado paulo freire,0.0,0.0,2.0,0.0,0.0,0.0,insult
"@user Fui a Brasília e só vi pasto nos três poderes, um bando de mulas no Palácio do Planalto, nos ministérios,  no STF e parte significativa do congresso nacional",0.0,0.0,3.0,0.0,0.0,0.0,insult
"todo respeito, vai se fuder",0.0,1.0,2.0,0.0,0.0,0.0,insult
vai tomar no meio do seu cu,0.0,1.0,2.0,0.0,0.0,0.0,insult
"@user só o flamerda pode contratar lixo europeu? os outros também podem, recalcado! 🤫",0.0,1.0,3.0,0.0,0.0,1.0,insult
@user @user não está feliz vai embora lixo.,0.0,0.0,2.0,0.0,0.0,0.0,insult
"@user cala a sua boca idiota, queria saber como que eu te aguentei todo esse tempo",0.0,0.0,3.0,0.0,0.0,0.0,insult
@user @user duas puta manca,0.0,2.0,3.0,0.0,0.0,0.0,insult
"@user é cada doido, pqp. o brasileiro medio ta cada vez mais retardado",0.0,1.0,3.0,0.0,0.0,1.0,insult
@user providencia gorda,0.0,0.0,2.0,0.0,0.0,0.0,insult
banho no gordo https://t.co/lid0ibfoni,0.0,1.0,2.0,0.0,0.0,0.0,insult
eu ai me agarrava nessa infeliz e descia unhada e tapa nela vsf fã coreana nao tem um pingo de simancol,0.0,1.0,3.0,1.0,0.0,3.0,insult
@user @user tropinha é ridiculo olha o nome da sua guild mlk fbi tu ta de sacanagem,0.0,0.0,2.0,0.0,0.0,0.0,insult
@user tu mãe vagabundo,0.0,0.0,2.0,0.0,0.0,0.0,insult
"rt @user pior coisa é homem escroto, ó raça fdp",0.0,1.0,2.0,0.0,0.0,0.0,insult
fizeram um videozinho que o @user ficou um pouco mais demente kkkkkkkkkkkkkkk https://t.co/pxsket3gma,0.0,0.0,2.0,0.0,0.0,0.0,insult
"@user @user @user SÓ drogado noiado,não vão convidar a escrava Isaura, não perceberam que hoje vcs artistas defensores do socialismo viraram chacota,não influenciam ninguém além da turminha insana ,não tem efeito na maioria do povo os protestinhos seus hipócritas.",0.0,1.0,3.0,2.0,0.0,0.0,insult
"@user @user Onde Lula está, só entra comunista petista. Ali sim, é deposito de lixo, seu dia está chegando e até 2022, todos os petistas estarão na mesma lixeira. 🔫🔫🔫",0.0,0.0,3.0,0.0,0.0,0.0,insult
"Olha Deus me livre de ter uma irma igual a bia ,alem de ser pessima irma é uma pessima tia ! Nao faz nada em casa nao lava uma louça nao varre uma casa,nao faz A PROPRIA COMIDA,duvido ate se toma banho ,nao sei quando vai acordar pra vida so vive no celular essa porra",0.0,0.0,2.0,0.0,0.0,0.0,insult
@user @user para um idiota que conta os dias para eleger o ciro! to no lucro,0.0,0.0,3.0,0.0,0.0,0.0,insult
cara torta da porra https://t.co/h3o6iwehjx,0.0,1.0,2.0,0.0,0.0,0.0,insult
"cê tá doido kkkkkk cadê o respeito cpt kkk mais puta é vc que não vem falar na nossa cara, piranhaaaaaaaaaaaaaa",0.0,1.0,2.0,0.0,2.0,0.0,insult
@user carioca chato falando merda= 90k de like,0.0,1.0,2.0,0.0,0.0,0.0,insult
@user maior vagabundo que entrou nesta leva,0.0,0.0,2.0,0.0,0.0,0.0,insult
"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada ""de boa qualidade"", por isso só tem gente mongoloide ultimamente, bando de retardados",0.0,1.0,3.0,0.0,0.0,0.0,insult
"@user Já q o senhor está falando em entrevistas, responde essa por favor. O senhor tb se negou a falar. Canalha
https://t.co/yMVU2odO8z",0.0,0.0,3.0,0.0,0.0,0.0,insult
"@user O pior, que temos um senado acovardado que gostam de fazer críticas seletivas pensando em holofotes da imprensa esquedirtas, como o Alcolumbre q disse q se o Moro fosse senador já teria sido cassado. E contra esses pulhas estão de 4, engavetando tudo.Tropa de FDP.",0.0,0.0,2.0,0.0,0.0,0.0,insult
