text,label,predicao,resposta_raw,tokens_s,latencia_s
nossa literalmente todos mas isso varia de membro pra membro,not_toxic,not_toxic,NOT_TOXIC,104.4,111.05
rt @user mano antes de falar que os outros n fazem nada vê se você tá movendo um dedo p ajudar filha da puta,not_toxic,obscene,OBSCENE,106.2,111.31
rt @user isso sim é uma puta meta!! https://t.co/ucru6vjrgw,not_toxic,misogyny,MISOGYNY,102.9,111.6
esqueci de deixar o remote control ligado no pc agora acabou o episoido que eu tava assistindo e não posso levantar pra colocar o próximo pq a gata ta dormindo em ckma de mim...,not_toxic,not_toxic,NOT_TOXIC,98.3,111.89
@user @user agora desenha pq ainda tá difícil,not_toxic,not_toxic,NOT_TOXIC,102.2,112.17
@user nenhum mal te suceder谩 nem praga alguma chegar谩 脿 tua tenda.,not_toxic,not_toxic,NOT_TOXIC,107.7,112.44
rt @user só eu é que começo a chorar do nada??,not_toxic,not_toxic,NOT_TOXIC,104.4,112.71
rt @user @user “caralho ela é pequena” pensei #mpn #nowunited #uniters,not_toxic,misogyny,MISOGYNY,97.6,113.0
@user oab um lixo,not_toxic,insult,INSULT,120.2,113.25
@user @user @user depois não vai militar em tag falando de resistência das mulheres. ridícula,not_toxic,misogyny,MISOGYNY,99.6,113.54
"rt @user a voz dessa mulher é perfeita, meu deus

#ourmaknaeseohyun
 https://t.co/wmh31tj4xe",not_toxic,not_toxic,NOT_TOXIC,106.2,113.81
"idealismo estratégico pra separar o país, até parece que esse cara saiu da idade media, ele não é burro, só se faz",not_toxic,not_toxic,NOT_TOXIC,102.7,114.09
"Começa sua sexta no pique do pod do amigo pq tá foda alooooo @user
Amasso mlk 📢💣💥
Ouça == PODCAST 002 DJ ST DO CHP - PART. MC PEDRIN DO ENGENHA E MC RB @user de DJ KG DO CHP E DJ ST DO CHP 👽 no #SoundCloud
https://t.co/hqvnSx1rKM",not_toxic,not_toxic,NOT_TOXIC,95.9,114.4
"A sm tem a cara de pau de n deixar os artistas nem chegarem perto do Brasil, mas usa uma batida brasileira pras artistas dançarem no JAPÃO SM VAI TOMAR NO CU https://t.co/qslupYVtts",not_toxic,obscene,OBSCENE,107.0,114.68
@user vamo fica doido junto ste pfv 😭😭,not_toxic,not_toxic,NOT_TOXIC,101.0,114.95
"que obra perfeita, meu pai😔💜",not_toxic,not_toxic,NOT_TOXIC,106.1,115.22
"Betis e Juventus novos pretendentes pra Miranda. Parece compricado colocar a Juncá (nadie pica), e o lateral do Barça non vai esperar eternamente ao Celta, noivas non lle faltan.",not_toxic,not_toxic,NOT_TOXIC,104.6,115.5
@user p q p. que briga feia,not_toxic,not_toxic,NOT_TOXIC,101.7,115.77
"Era noite. Eu tava na sala sozinha trabalhando no objeto 3D pro minicurso. De repente eu ouço a rede se balançando, olhei pro rumo da rede e n vi ninguém. Rapidamente meu cu trancou, me levantei e caminhei devagarinho pra rede. Quando chegou a uma certa distância oq eu vejo: https://t.co/FOXuTHzK0D",not_toxic,obscene,OBSCENE,98.4,116.07
@user piquet carneiro,not_toxic,not_toxic,NOT_TOXIC,93.7,116.35
"rt @user eis que voce não da assistencia em casa e ela vai procurar prazer com um dotado.
😈😈😈🔥🔥🔥 https://t.co/cutaj99roj",not_toxic,homophobia,HOMOPHOBIA,93.1,116.66
Marque sua amiga que quer um desses! Repost de 04/09/2017 #psicologia #sinceridade #humor #freud #sigmundfreudsincero #repost #homem #rir #segura #palhaco #ninja #desejo #magico em Circo Estoril https://t.co/EdAi7wAwpo,not_toxic,not_toxic,NOT_TOXIC,101.0,116.97
@user @user Porra vc pede pra acabar com a discussão e provoca e são 3 mimizentas e lavradores contra 1... Aí é foda !!! Mas estou aqui... Vc par de estar gostando .. então vamos lá...,not_toxic,misogyny,MISOGYNY,100.2,117.27
@user porra queria muito ter esse problema,not_toxic,not_toxic,NOT_TOXIC,97.6,117.54
@user tá porra 🤤🤤,not_toxic,obscene,OBSCENE,107.1,117.8
rt @user não mentiu https://t.co/ivly2gefsg https://t.co/0nmrapn8dy,not_toxic,not_toxic,NOT_TOXIC,105.1,118.08
rt @user mimhas amigas sao lindas tem um corpo lindo sao legais gente boa bonitas eu sou feia chata corpo feio e feia,not_toxic,not_toxic,NOT_TOXIC,106.6,118.35
"@user @user @user miga, o moses 茅 alinhadinho perto desse hahahah",not_toxic,not_toxic,NOT_TOXIC,104.5,118.62
#histórias do vento# embarque em sua jornada e participe de aventuras junto com seus amigos! https://t.co/50rjkvfz8p,not_toxic,not_toxic,NOT_TOXIC,105.9,118.9
"o sotaquezinho do mingyu enquanto fala inglês muito fofo pqp

""im so tired, im so tired, im so tired""",not_toxic,not_toxic,NOT_TOXIC,106.9,119.17
"mentiu, mentiroso do caralho all men do is lie",not_toxic,obscene,OBSCENE,112.1,119.42
eu prefiro alguém que olha só a vitrine me chamando de babaca. do que alguém que olha só a vitrine dizendo que me conhece por dentro,not_toxic,not_toxic,NOT_TOXIC,112.1,119.7
que sono cacete meu olho ta doendo,not_toxic,not_toxic,NOT_TOXIC,111.2,119.97
"assim como aconteceu com os nazistas, no futuro bolsonaristas serão todos condenados por crimes contra a humanidade",not_toxic,racism,RACISM,116.8,120.23
vivem nababescamente as nossas custas e protegem ladrões e bandidos #stfvergonhanacional,not_toxic,racism,RACISM,116.2,120.49
@user caralho minha mulher é gata demais mano eu nao sei lidar,not_toxic,not_toxic,NOT_TOXIC,108.9,120.76
"tenho muitas metas a serem realizadas ,
jamais perderia meu precioso tempo com gentinha sem conteúdo , então me poupe desses mimimi 🙏😘",not_toxic,not_toxic,NOT_TOXIC,111.4,121.03
porra hj desabafei legal com o robinho só quem tá com nós desde lá de baixo sabe o que nós já passou ...,not_toxic,not_toxic,NOT_TOXIC,111.2,121.31
"Povo sem noção!!! Pra mim tinha q ficar sem baile nessa merda até janeiro, foi uma puta perda, foi qualquer um que morreu não crlh",not_toxic,obscene,OBSCENE,116.8,121.56
"BASTA! Também somos contra linhas cortantes. 

Com a participação de atletas profissionais e das categorias de base, o #Galo reforça a campanha contra o uso de linhas cortantes, as conhecidas linhas com cerol, chilena ou encerada.

Saiba mais: https://t.co/P7eX59U8gt https://t.co/zK2ZNNx373",not_toxic,not_toxic,NOT_TOXIC,104.9,121.86
rt @user antes a moda era virar youtuber agr a moda é virar dj https://t.co/sbef3wdxii,not_toxic,not_toxic,NOT_TOXIC,105.2,122.14
"@user nem me fala cara, macho é tudo escroto jaguara bsjdbdjdbdj essa vida não tá fácil",not_toxic,insult,INSULT,127.1,122.39
"Agora eu tenho que ter vergonha na cara, de algo que muitas pessoas gostam de fazer? Agora só por que eu tranzo, e gosto de tranzar, eu não sou uma moça direita! Ataaaa",not_toxic,misogyny,MISOGYNY,108.1,122.67
sou muito feio credo https://t.co/hlqm2c5in0,not_toxic,not_toxic,NOT_TOXIC,110.9,122.95
rt @user alguém disse inverno? https://t.co/xqftzqnitn,not_toxic,not_toxic,NOT_TOXIC,109.9,123.21
"queria guardar num potinho pessoas com sotaque tipo carioca, baiano. Acho muito sensa, sejam meus amigos, vocês com sotaque para me mandar áudios e eu admirar seu sotaque",not_toxic,not_toxic,NOT_TOXIC,107.2,123.5
"o pior tipo de pessoa, é aquela que espera uma hora propícia para jogar coisas na sua cara, pfv, não sejam assim, é muito babaca.",not_toxic,not_toxic,NOT_TOXIC,105.8,123.77
Fiz um vídeo  sobre um produto que desenvolvemos aqui no @user . Monte dinamicamente indicadores da contabilidade do setor público nacional e faça análises de séries temporais e de componentes de contas. #rstats #dataviz  https://t.co/oV8I0SiUVf,not_toxic,not_toxic,NOT_TOXIC,101.4,124.07
@user @user mas fica devendo na marcação. lateral não é só ser ofensivo,not_toxic,not_toxic,NOT_TOXIC,105.4,124.35
aí eu de curiosa fui atender e o macho tava pelado balançando o pau,obscene,obscene,OBSCENE,112.7,124.61
rt @user ontem no mc foi muito engraçado pqp kkkkkk,obscene,not_toxic,NOT_TOXIC,107.7,124.89
rt @user ✌️ thread de pornozão sapatão pra vc siriricar na madrugada 👅,obscene,obscene,OBSCENE,116.6,125.15
"@user @user Cara, vá tomar no seu cu, ser desprezível, irracional, ameba, filho de uma puta covarde que se esconde com fake, lixo! Que porra isso tem haver com política! Esse merda que faz isso com uma criança deveria ser empalado em praça pública!",obscene,obscene,OBSCENE,110.4,125.43
@user pegaram o bom senso e enfiaram no cu,obscene,obscene,OBSCENE,110.5,125.69
pelo amor de deus onde é normal perder a virgindade com 14 anos? na maioria dos casos a pessoa não tem conhecimento nem sobre o seu próprio corpo pqp,obscene,obscene,OBSCENE,117.4,125.95
"rt @user tenho que parar com essa mania de achar que ""fulano"" é diferente. pq no final é o msm pau no cu igual todos os outros.🖕🏾",obscene,insult,INSULT,125.9,126.2
o giseok ta vivo caralho,obscene,not_toxic,NOT_TOXIC,104.6,126.48
"o tempo passa e vagabundo tá morrendo mais e construindo menos
rio é foda, deu mole, ficou de exemplo 🎵🎶",obscene,not_toxic,NOT_TOXIC,100.8,126.76
@user responde a porra do grupo filha da puta,obscene,obscene,OBSCENE,105.3,127.02
"já to nervoso pro jogo amanhã pqp, não posso nem ficar pensando nisso",obscene,not_toxic,NOT_TOXIC,106.0,127.3
"o que vocês acham de fuder sem camisinha sabendo que pode engravidar mas namorado não liga, ele trancou a faculdade, a garota ainda está no colegial, as amigas vivem aconselhando a usar mas não são escutadas",obscene,obscene,OBSCENE,98.5,127.59
"@user Puta merda, vale até apoiar o absurdo do imposto sobre o videogame para abastecer a narrativa caótica da imprensa!!!! Que LIXO!!!!",obscene,obscene,OBSCENE,100.2,127.86
sdds de chupar uma buceta,obscene,obscene,OBSCENE,108.5,128.11
"@user um cara mandou o flow se fuder falando que era eu, sendo que eu tava dormindo",obscene,not_toxic,NOT_TOXIC,103.1,128.39
rt @user @user precisa explicar ? sério isso? essa veja é uma merda msm. pqp!,obscene,obscene,OBSCENE,113.1,128.65
@user @user vou até beber uma água pqp,obscene,obscene,OBSCENE,109.1,128.91
"rt @user pizza grande                   r$ 60,00
pizza média                    r$ 57,00

ô meu amigo vá se fuder",obscene,obscene,OBSCENE,110.6,129.17
que gripe fdp,obscene,obscene,OBSCENE,110.7,129.43
rt @user pq tá todo mundo incomodado pq tomei 500ml de açaí no cu da manhã?,obscene,not_toxic,NOT_TOXIC,105.5,129.7
"@user pau no cu dele, vc é um anjo merece amor",obscene,obscene,OBSCENE,113.3,129.96
"tesao pôs academia pqp..
#muitoputo https://t.co/yteq0clwfr",obscene,obscene,OBSCENE,113.1,130.22
@user o flamengo se classificou. vcs estão discutindo o que?! segue o jogo caralho!,obscene,obscene,OBSCENE,112.2,130.48
minha prima salvando o rolê mais uma vez. caralho todos melhores rolês da minha vida foi com ela,obscene,not_toxic,NOT_TOXIC,104.4,130.75
@user @user @user eu protejo seu cu,obscene,insult,INSULT,116.2,130.99
"@user @user ""toda sensual acariciando o pau na vdd to lavando"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",obscene,obscene,OBSCENE,109.9,131.26
a festa da mel foi tão perfeita chorei muito aí eu amo a mel pqp,obscene,not_toxic,NOT_TOXIC,103.9,131.53
tu é mt gata pra esses menos fudido — rala dai feioso (a) https://t.co/uwwboxlyzw,obscene,not_toxic,NOT_TOXIC,103.0,131.8
"e minha mãe fica ""é normal olhar sua loca"" eu mentalmente ""normal o caralho""",obscene,obscene,OBSCENE,110.5,132.06
vsf coloca a amanda,obscene,not_toxic,NOT_TOXIC,105.5,132.33
"@user teu seio , pego bem gostoso nele , xupadinhas , com mordidinhas , hummm , q delícia amorrr .. Com uma outra mãozinha "" boba "" , vai descendo por teu corpo , ate chegar ,em tua virilhia , aiii morrr , vc é d ++ , passo minha não , na tua glub , q delicia , lisinha , penetro um",obscene,obscene,OBSCENE,102.8,132.62
@user @user @user mete mas é os dedos no cu seu cabrao nem tomas banho,obscene,obscene,OBSCENE,105.4,132.89
"rt @user • apesar de ser um nenê, porra macho lindo do caralho",obscene,obscene,OBSCENE,112.9,133.15
rt @user que caralho de gente chata mano tomar no cu o são paulo não vai anunciar o juanfran agora com um milhão de jogo acontecendo,obscene,misogyny,MISOGYNY,103.7,133.44
acorda td dia de p** duro? — kkkkkkkkkk va se foder https://t.co/auy89u5mkn,obscene,obscene,OBSCENE,110.8,133.7
estou me iludindo sim ou obvio filha da puta,obscene,obscene,OBSCENE,111.2,133.96
"garoto se eu te pego eu sento tanto nesse teu pau com força vc vai gemer tao alto q o som vai ultrapassar a estra… — Eiiitaaaapohaaa , chama no Pv bb vamo marca essa coroação aí ⚔️ https://t.co/ZreTSuCezm",obscene,obscene,OBSCENE,104.5,134.24
"pau no cu da republica dominicana
aqui é brasil",obscene,xenophobia,XENOPHOBIA,97.7,134.54
"Esse mês eu vou viajar pra uma cidade em minas que simplesmente não tem banco, ou seja, nada de cartões la 
O que quer dizer q to fudido pq eu n ando com dinheiro",obscene,not_toxic,NOT_TOXIC,107.1,134.81
@user vão te toma no cú @user enfia o robo no bunda -'-,obscene,obscene,OBSCENE,113.0,135.07
"séc. xxi e eu ainda sou obrigado a mijar de pau duro quando acordo.
até quando brasil?????",obscene,not_toxic,NOT_TOXIC,103.5,135.34
"rt @user vai tomar no cu, eu to cansadaaaaaaaaaaaaaaaaaaaaa",obscene,obscene,OBSCENE,109.6,135.6
@user porra to só a preguiça de lavar o meu,obscene,misogyny,MISOGYNY,101.7,135.88
"@user vai-te foder idiota do crl. tu realmente não tens clube, só tens faro pelo spotlight que te dê mais visibilidade.",obscene,obscene,OBSCENE,111.5,136.14
"empatia é o que vcs enfiam no cu né? depois vem com textao de setembro amarelo, vão se foder",obscene,obscene,OBSCENE,110.8,136.41
@user @user vai se fuder entao vcs dois,obscene,insult,INSULT,123.1,136.65
"putinha sem calcinha 😂😂😂😂
sacanagem",obscene,obscene,OBSCENE,113.0,136.91
"@user máximo respeito à esses 150 torcedores e a grande maioria torcida corinthiana, nesse aspecto vocês são foda pra caralho",obscene,not_toxic,NOT_TOXIC,104.9,137.18
@user enfia o dedo no cu e rasga kkk,obscene,obscene,OBSCENE,111.5,137.43
@user vinte e dois pqp #mpn #nowunited #uniters,obscene,obscene,OBSCENE,110.8,137.69
@user @user vai fica falando bota ah cara porra tá facinho seus cuzão 🐊🐇👑✂️🇮🇱👌,obscene,obscene,OBSCENE,111.9,137.96
"frio da porra, da nem vontade de sair da cama",obscene,not_toxic,NOT_TOXIC,107.2,138.23
@user vtnc. petista de merda!!,obscene,racism,RACISM,111.3,138.49
"@user @user @user o cara só é simplesmente o maior vencedor da história de futebol, tá com 36 anos e tem gás demais e não um gordo com joelho fodido",obscene,not_toxic,NOT_TOXIC,103.5,138.76
"""vlw chamar"" o bagulho q eu odeio, vai se fode, nao me manda essa porra",obscene,not_toxic,NOT_TOXIC,105.7,139.04
@user parecendo um traveco,homophobia,not_toxic,NOT_TOXIC,107.8,139.3
arrumar conta é coisa de boiola !,homophobia,not_toxic,NOT_TOXIC,107.9,139.57
rt @user não tem nada mais insuportável que viado que fica de briguinha por diva pop,homophobia,homophobia,HOMOPHOBIA,101.2,139.87
@user ruim é ouvir funk de são paulo seu viado,homophobia,homophobia,HOMOPHOBIA,99.1,140.16
